[17,54), State-gov, 77516, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Male, 2174, 0, 40, United-States
[17,54), Private, 231962, [HS-Grad,Doctorate], 9, Not Married, Other-service, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 164488, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Male, 13550, 0, 50, United-States
[17,54), Private, 200471, [HS-Grad,Doctorate], 13, Married, Transport-moving, Husband, *, Male, 0, 0, 45, United-States
[54,90], Private, 228921, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Male, 0, 2282, 40, United-States
[17,54), Private, 184846, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 233851, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 499001, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Unmarried, *, Male, 0, 0, 40, Mexico
[54,90], Local-gov, 125768, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 28, United-States
[17,54), Private, 255004, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Not-in-family, *, Male, 0, 1741, 38, United-States
[17,54), Private, 157624, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 146767, [HS-Grad,Doctorate], 13, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 118291, [HS-Grad,Doctorate], 10, Not Married, Craft-repair, Not-in-family, *, Female, 0, 0, 80, United-States
[17,54), Private, 313181, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Other-relative, *, Male, 0, 0, 38, United-States
[17,54), Private, 87891, [HS-Grad,Doctorate], 12, Married, Sales, Husband, *, Male, 0, 0, 60, United-States
[17,54), Private, 226443, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 0, 0, 55, United-States
[17,54), Private, 81132, [HS-Grad,Doctorate], 10, Married, Craft-repair, Other-relative, *, Male, 0, 0, 40, Philippines
[17,54), Private, 216436, [HS-Grad,Doctorate], 13, Not Married, Sales, Other-relative, *, Female, 0, 0, 30, United-States
[17,54), Private, 213412, [HS-Grad,Doctorate], 13, Not Married, Tech-support, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 179358, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Unmarried, *, Female, 0, 0, 30, United-States
[17,54), Private, 369825, [HS-Grad,Doctorate], 13, Not Married, Sales, Not-in-family, *, Male, 4101, 0, 50, United-States
[54,90], Private, 199763, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 0, 0, 45, United-States
[17,54), Private, 239390, [HS-Grad,Doctorate], 13, Not Married, Sales, Own-child, *, Male, 0, 0, 18, United-States
[17,54), Self-emp-not-inc, 173613, [HS-Grad,Doctorate], 10, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 65, United-States
[17,54), Self-emp-inc, 37869, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 0, 0, 50, United-States
[17,54), Private, 302845, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Wife, *, Female, 0, 0, 48, United-States
[17,54), State-gov, 85218, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Unmarried, *, Female, 0, 0, 24, United-States
[17,54), Private, 48268, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 0, 0, 55, United-States
[17,54), Private, 173968, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 45, United-States
[17,54), Private, 70982, [HS-Grad,Doctorate], 11, Not Married, Other-service, Own-child, *, Male, 0, 0, 16, United-States
[17,54), Private, 166857, [Preschool,12th], 5, Not Married, Handlers-cleaners, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), ?, 256191, [HS-Grad,Doctorate], 9, Not Married, ?, Own-child, *, Female, 0, 0, 25, United-States
[17,54), Private, 162872, [HS-Grad,Doctorate], 12, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 40, United-States
[54,90], Private, 152148, [Preschool,12th], 4, Married, Handlers-cleaners, Husband, *, Male, 0, 0, 2, United-States
[17,54), Private, 139193, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 791084, [HS-Grad,Doctorate], 10, Not Married, Craft-repair, Own-child, *, Male, 0, 0, 50, United-States
[17,54), Private, 137214, [HS-Grad,Doctorate], 9, Married, Sales, Husband, *, Male, 0, 0, 37, United-States
[17,54), Private, 183258, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Own-child, *, Male, 0, 0, 40, United-States
[54,90], Private, 154035, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Other-relative, *, Male, 0, 0, 32, United-States
[17,54), Private, 115323, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Husband, *, Male, 3103, 0, 40, United-States
[17,54), Private, 213055, [HS-Grad,Doctorate], 12, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 50, United-States
[17,54), Private, 155064, [HS-Grad,Doctorate], 11, Not Married, Prof-specialty, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 33551, [HS-Grad,Doctorate], 9, Not Married, Transport-moving, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 169995, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Unmarried, *, Male, 0, 0, 40, United-States
[17,54), Private, 168262, [HS-Grad,Doctorate], 14, Not Married, Exec-managerial, Not-in-family, *, Male, 99999, 0, 50, United-States
[17,54), Private, 104196, [HS-Grad,Doctorate], 9, Married, Tech-support, Husband, *, Male, 0, 0, 40, United-States
[17,54), State-gov, 114055, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 274398, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Own-child, *, Female, 0, 0, 20, United-States
[54,90], ?, 27979, [HS-Grad,Doctorate], 9, Married, ?, Husband, *, Male, 2228, 0, 32, United-States
[54,90], ?, 244122, [HS-Grad,Doctorate], 11, Not Married, ?, Not-in-family, *, Female, 0, 0, 1, United-States
[17,54), Private, 196571, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 0, 0, 45, United-States
[54,90], Private, 101607, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Not-in-family, *, Male, 0, 0, 10, United-States
[17,54), Private, 122109, [HS-Grad,Doctorate], 9, Not Married, Prof-specialty, Unmarried, *, Female, 0, 323, 40, United-States
[54,90], Self-emp-inc, 255822, [HS-Grad,Doctorate], 9, Not Married, Exec-managerial, Not-in-family, *, Male, 0, 0, 60, United-States
[54,90], Private, 195184, [HS-Grad,Doctorate], 9, Not Married, Priv-house-serv, Unmarried, *, Female, 0, 0, 12, Cuba
[17,54), Federal-gov, 245372, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 169583, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 224531, [HS-Grad,Doctorate], 10, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 186151, [HS-Grad,Doctorate], 9, Not Married, Tech-support, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 118693, [HS-Grad,Doctorate], 13, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 35, United-States
[17,54), Private, 297449, [HS-Grad,Doctorate], 13, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 125206, [HS-Grad,Doctorate], 15, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 393264, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 108140, [HS-Grad,Doctorate], 13, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 20, United-States
[54,90], Private, 264968, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Self-emp-not-inc, 318106, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 156025, [HS-Grad,Doctorate], 9, Not Married, Exec-managerial, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), State-gov, 149455, [HS-Grad,Doctorate], 9, Not Married, Other-service, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 359985, [Preschool,12th], 3, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 33, Mexico
[17,54), State-gov, 165108, [HS-Grad,Doctorate], 14, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 115178, [HS-Grad,Doctorate], 11, Married, Adm-clerical, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 149224, [HS-Grad,Doctorate], 10, Not Married, Transport-moving, Own-child, *, Male, 0, 0, 30, United-States
[17,54), Local-gov, 352056, [HS-Grad,Doctorate], 12, Not Married, Exec-managerial, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 174717, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 0, 0, 50, United-States
[54,90], ?, 173064, [HS-Grad,Doctorate], 13, Married, ?, Husband, *, Male, 0, 0, 6, United-States
[17,54), Private, 147755, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 0, 1672, 40, United-States
[17,54), Self-emp-not-inc, 135716, [HS-Grad,Doctorate], 9, Married, Farming-fishing, Husband, *, Male, 0, 0, 70, United-States
[17,54), Private, 44216, [HS-Grad,Doctorate], 9, Not Married, Exec-managerial, Unmarried, *, Female, 0, 0, 45, United-States
[17,54), Private, 37359, [HS-Grad,Doctorate], 11, Married, Prof-specialty, Husband, *, Male, 99999, 0, 50, United-States
[17,54), Private, 178255, [HS-Grad,Doctorate], 10, Married, Priv-house-serv, Wife, *, Female, 0, 0, 40, ?
[17,54), State-gov, 70617, [HS-Grad,Doctorate], 14, Married, Prof-specialty, Husband, *, Male, 0, 0, 10, China
[17,54), Private, 154950, [HS-Grad,Doctorate], 10, Married, Exec-managerial, Husband, *, Male, 15024, 0, 60, United-States
[17,54), Private, 356934, [HS-Grad,Doctorate], 12, Not Married, Exec-managerial, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 271714, [HS-Grad,Doctorate], 10, Not Married, Other-service, Own-child, *, Female, 0, 0, 30, United-States
[17,54), Private, 247025, [HS-Grad,Doctorate], 9, Not Married, Protective-serv, Unmarried, *, Male, 0, 0, 44, United-States
[17,54), Private, 107417, [HS-Grad,Doctorate], 9, Not Married, Other-service, Not-in-family, *, Male, 0, 0, 37, United-States
[17,54), State-gov, 116554, [HS-Grad,Doctorate], 13, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 917220, [Preschool,12th], 8, Not Married, Transport-moving, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 430084, [HS-Grad,Doctorate], 10, Not Married, Transport-moving, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 202937, [HS-Grad,Doctorate], 10, Not Married, Tech-support, Not-in-family, *, Female, 0, 0, 40, Poland
[17,54), Private, 62737, [HS-Grad,Doctorate], 11, Married, Tech-support, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 508548, [HS-Grad,Doctorate], 9, Married, Farming-fishing, Husband, *, Male, 0, 0, 50, United-States
[17,54), Self-emp-inc, 275223, [HS-Grad,Doctorate], 13, Married, Sales, Husband, *, Male, 7688, 0, 40, United-States
[17,54), Self-emp-not-inc, 381931, [HS-Grad,Doctorate], 9, Married, Farming-fishing, Husband, *, Male, 0, 0, 55, United-States
[17,54), Private, 246974, [HS-Grad,Doctorate], 11, Not Married, Tech-support, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 105431, [HS-Grad,Doctorate], 9, Not Married, Other-service, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 146311, [Preschool,12th], 5, Married, Machine-op-inspct, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 159869, [HS-Grad,Doctorate], 16, Married, Craft-repair, Husband, *, Male, 0, 0, 50, United-States
[17,54), Private, 204641, [HS-Grad,Doctorate], 10, Not Married, Other-service, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 66297, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 40, Philippines
[17,54), Private, 227615, [Preschool,12th], 2, Married, Handlers-cleaners, Husband, *, Male, 0, 0, 40, Mexico
[54,90], ?, 107744, [HS-Grad,Doctorate], 10, Married, ?, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 360393, [HS-Grad,Doctorate], 14, Married, Exec-managerial, Husband, *, Male, 0, 1902, 50, United-States
[17,54), Private, 263340, [HS-Grad,Doctorate], 10, Not Married, Other-service, Own-child, *, Female, 0, 0, 15, United-States
[17,54), Private, 141918, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Own-child, *, Male, 0, 0, 22, United-States
[17,54), Private, 294292, [HS-Grad,Doctorate], 15, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 128736, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Local-gov, 511289, [HS-Grad,Doctorate], 11, Married, Protective-serv, Husband, *, Male, 0, 0, 48, United-States
[17,54), Private, 302406, [HS-Grad,Doctorate], 10, Married, Sales, Husband, *, Male, 0, 0, 40, United-States
[17,54), Local-gov, 101517, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Unmarried, *, Female, 0, 0, 35, United-States
[54,90], State-gov, 161334, [HS-Grad,Doctorate], 14, Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 40, China
[17,54), Self-emp-inc, 189148, [HS-Grad,Doctorate], 10, Not Married, Transport-moving, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 103111, [HS-Grad,Doctorate], 15, Married, Prof-specialty, Husband, *, Male, 0, 0, 60, United-States
[17,54), Self-emp-not-inc, 51620, [HS-Grad,Doctorate], 13, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 50, United-States
[17,54), Private, 31606, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 34292, [HS-Grad,Doctorate], 9, Not Married, Other-service, Own-child, *, Male, 0, 0, 38, United-States
[17,54), Private, 107882, [HS-Grad,Doctorate], 12, Not Married, Other-service, Own-child, *, Female, 0, 0, 9, United-States
[17,54), Private, 39529, [Preschool,12th], 8, Not Married, Other-service, Own-child, *, Female, 0, 0, 32, United-States
[17,54), Private, 135315, [Preschool,12th], 5, Not Married, Sales, Own-child, *, Female, 0, 0, 32, United-States
[17,54), Private, 107812, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 229729, [HS-Grad,Doctorate], 9, Not Married, Transport-moving, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 111891, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Other-relative, *, Female, 0, 0, 40, United-States
[17,54), Private, 340917, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Private, 202952, [Preschool,12th], 6, Not Married, Other-service, Not-in-family, *, Female, 0, 0, 24, United-States
[54,90], Private, 333230, [HS-Grad,Doctorate], 9, Married, Prof-specialty, Not-in-family, *, Male, 0, 0, 6, United-States
[17,54), Private, 114955, [HS-Grad,Doctorate], 12, Not Married, Machine-op-inspct, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 159869, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 57758, [HS-Grad,Doctorate], 11, Married, Sales, Husband, *, Male, 0, 0, 60, United-States
[17,54), Private, 207064, [HS-Grad,Doctorate], 9, Married, Machine-op-inspct, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 193090, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Female, 3674, 0, 40, United-States
[54,90], Private, 151364, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 0, 40, United-States
[54,90], Local-gov, 88638, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Unmarried, *, Female, 7896, 0, 50, United-States
[17,54), Local-gov, 304960, [HS-Grad,Doctorate], 12, Not Married, Adm-clerical, Not-in-family, *, Female, 0, 1980, 40, United-States
[17,54), Private, 102828, [HS-Grad,Doctorate], 11, Married, Handlers-cleaners, Husband, *, Male, 0, 0, 40, Greece
[17,54), ?, 210029, [HS-Grad,Doctorate], 10, Not Married, ?, Own-child, *, Female, 0, 0, 40, United-States
[17,54), State-gov, 154246, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Male, 4865, 0, 55, United-States
[17,54), Private, 142519, [HS-Grad,Doctorate], 9, Not Married, Handlers-cleaners, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 104455, [HS-Grad,Doctorate], 13, Married, Other-service, Not-in-family, *, Male, 0, 0, 40, Philippines
[54,90], Self-emp-inc, 192230, [HS-Grad,Doctorate], 10, Married, Exec-managerial, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 292592, [HS-Grad,Doctorate], 9, Not Married, Other-service, Own-child, *, Female, 0, 0, 35, United-States
[17,54), Private, 330132, [HS-Grad,Doctorate], 13, Married, Tech-support, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 51111, [HS-Grad,Doctorate], 10, Not Married, Sales, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Local-gov, 258037, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, Cuba
[17,54), Local-gov, 188291, [HS-Grad,Doctorate], 13, Married, Protective-serv, Husband, *, Male, 0, 1902, 40, United-States
[17,54), State-gov, 349066, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Own-child, *, Male, 0, 0, 40, United-States
[54,90], ?, 191188, [HS-Grad,Doctorate], 9, Married, ?, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 133503, [HS-Grad,Doctorate], 9, Married, Protective-serv, Husband, *, Male, 2635, 0, 16, United-States
[17,54), Private, 146497, [HS-Grad,Doctorate], 10, Not Married, Exec-managerial, Unmarried, *, Female, 0, 0, 55, United-States
[17,54), Private, 240468, [HS-Grad,Doctorate], 10, Married, Sales, Own-child, *, Female, 0, 1602, 40, United-States
[17,54), Private, 175120, [HS-Grad,Doctorate], 9, Not Married, Craft-repair, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 416577, [HS-Grad,Doctorate], 9, Married, Machine-op-inspct, Husband, *, Male, 0, 0, 45, United-States
[17,54), Private, 253814, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Not-in-family, *, Female, 0, 0, 45, United-States
[17,54), Private, 159247, [HS-Grad,Doctorate], 13, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 102471, [HS-Grad,Doctorate], 9, Not Married, Farming-fishing, Not-in-family, *, Male, 0, 0, 80, Puerto-Rico
[17,54), Private, 213464, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 211968, [HS-Grad,Doctorate], 11, Not Married, Other-service, Own-child, *, Female, 0, 0, 20, United-States
[17,54), Federal-gov, 32016, [HS-Grad,Doctorate], 14, Married, Prof-specialty, Husband, *, Male, 0, 0, 40, United-States
[54,90], Private, 512992, [Preschool,12th], 7, Married, Prof-specialty, Husband, *, Male, 0, 0, 45, United-States
[17,54), Private, 135020, [HS-Grad,Doctorate], 9, Not Married, Transport-moving, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 109133, [HS-Grad,Doctorate], 9, Married, Machine-op-inspct, Husband, *, Male, 0, 0, 40, Portugal
[17,54), Private, 142712, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Federal-gov, 76900, [HS-Grad,Doctorate], 13, Not Married, Tech-support, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 112176, [HS-Grad,Doctorate], 10, Not Married, Sales, Own-child, *, Male, 0, 0, 30, United-States
[17,54), Federal-gov, 262233, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 122066, [HS-Grad,Doctorate], 9, Married, Exec-managerial, Husband, *, Male, 0, 0, 30, Hungary
[17,54), Private, 194690, [Preschool,12th], 4, Not Married, Other-service, Own-child, *, Male, 0, 0, 60, Mexico
[17,54), Private, 306678, [HS-Grad,Doctorate], 9, Married, Machine-op-inspct, Husband, *, Male, 2885, 0, 40, United-States
[17,54), ?, 217769, [HS-Grad,Doctorate], 10, Not Married, ?, Own-child, *, Female, 594, 0, 10, United-States
[17,54), Local-gov, 308945, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[54,90], Private, 46699, [HS-Grad,Doctorate], 9, Married, Adm-clerical, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 377757, [Preschool,12th], 5, Married, Transport-moving, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 220993, [HS-Grad,Doctorate], 9, Not Married, Sales, Not-in-family, *, Male, 0, 1590, 48, United-States
[17,54), Private, 102147, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 113770, [HS-Grad,Doctorate], 9, Married, Adm-clerical, Wife, *, Female, 0, 0, 40, United-States
[17,54), Private, 139012, [HS-Grad,Doctorate], 13, Married, Other-service, Husband, *, Male, 0, 0, 40, Vietnam
[17,54), Private, 148900, [HS-Grad,Doctorate], 13, Married, Prof-specialty, Husband, *, Male, 0, 0, 50, United-States
[17,54), Federal-gov, 329426, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Self-emp-inc, 181408, [HS-Grad,Doctorate], 11, Married, Craft-repair, Husband, *, Male, 0, 0, 10, United-States
[17,54), Local-gov, 101950, [HS-Grad,Doctorate], 15, Not Married, Prof-specialty, Unmarried, *, Female, 0, 0, 40, United-States
[54,90], Self-emp-not-inc, 32537, [HS-Grad,Doctorate], 9, Married, Farming-fishing, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 209547, [HS-Grad,Doctorate], 9, Not Married, Machine-op-inspct, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Private, 202373, [HS-Grad,Doctorate], 10, Not Married, Sales, Own-child, *, Male, 0, 0, 25, United-States
[17,54), Self-emp-not-inc, 151476, [HS-Grad,Doctorate], 11, Not Married, Adm-clerical, Not-in-family, *, Female, 2174, 0, 40, United-States
[17,54), Self-emp-not-inc, 174824, [HS-Grad,Doctorate], 9, Not Married, Farming-fishing, Not-in-family, *, Male, 8614, 0, 40, United-States
[17,54), Private, 138768, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 143482, [HS-Grad,Doctorate], 9, Not Married, Other-service, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 200190, [HS-Grad,Doctorate], 12, Married, Sales, Husband, *, Male, 0, 0, 80, United-States
[17,54), Private, 168407, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Unmarried, *, Female, 5721, 0, 44, United-States
[17,54), Private, 148315, [HS-Grad,Doctorate], 10, Not Married, Craft-repair, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 270517, [HS-Grad,Doctorate], 9, Not Married, Other-service, Own-child, *, Female, 0, 0, 40, Mexico
[17,54), Private, 53506, [HS-Grad,Doctorate], 13, Not Married, Craft-repair, Own-child, *, Female, 0, 0, 40, United-States
[17,54), Private, 105693, [HS-Grad,Doctorate], 13, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 189589, [HS-Grad,Doctorate], 10, Not Married, Tech-support, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Private, 164574, [HS-Grad,Doctorate], 9, Not Married, Other-service, Own-child, *, Male, 0, 0, 30, United-States
[17,54), Private, 185744, [HS-Grad,Doctorate], 9, Married, Other-service, Wife, *, Female, 0, 0, 20, United-States
[17,54), Local-gov, 33155, [HS-Grad,Doctorate], 9, Not Married, Other-service, Own-child, *, Male, 0, 0, 40, United-States
[17,54), Private, 215955, [HS-Grad,Doctorate], 13, Married, Exec-managerial, Husband, *, Male, 3103, 0, 40, United-States
[17,54), Self-emp-not-inc, 233571, [HS-Grad,Doctorate], 9, Not Married, Other-service, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 211253, [HS-Grad,Doctorate], 13, Not Married, Exec-managerial, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Federal-gov, 191385, [HS-Grad,Doctorate], 12, Not Married, Protective-serv, Not-in-family, *, Male, 2174, 0, 40, United-States
[17,54), Private, 137895, [HS-Grad,Doctorate], 9, Married, Sales, Husband, *, Male, 0, 0, 45, United-States
[54,90], State-gov, 159699, [HS-Grad,Doctorate], 13, Married, Adm-clerical, Husband, *, Male, 0, 0, 38, United-States
[17,54), Private, 295922, [HS-Grad,Doctorate], 10, Not Married, Adm-clerical, Not-in-family, *, Male, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 175856, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 60, United-States
[17,54), Private, 216129, [HS-Grad,Doctorate], 9, Not Married, Adm-clerical, Own-child, *, Male, 0, 0, 40, United-States
[54,90], Local-gov, 407669, [Preschool,12th], 4, Not Married, Other-service, Not-in-family, *, Female, 0, 0, 35, United-States
[17,54), Local-gov, 214242, [HS-Grad,Doctorate], 10, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), Private, 285457, [HS-Grad,Doctorate], 10, Not Married, Transport-moving, Own-child, *, Male, 0, 0, 50, United-States
[17,54), Self-emp-inc, 124420, [HS-Grad,Doctorate], 9, Not Married, Exec-managerial, Not-in-family, *, Male, 4650, 0, 40, United-States
[17,54), ?, 246386, [HS-Grad,Doctorate], 9, Not Married, ?, Unmarried, *, Female, 0, 0, 40, United-States
[17,54), Private, 142751, [Preschool,12th], 6, Not Married, Handlers-cleaners, Not-in-family, *, Male, 0, 0, 40, United-States
[54,90], Local-gov, 283635, [HS-Grad,Doctorate], 14, Not Married, Prof-specialty, Not-in-family, *, Female, 0, 0, 40, United-States
[17,54), Self-emp-not-inc, 322931, [Preschool,12th], 4, Married, Transport-moving, Husband, *, Male, 0, 1902, 40, United-States
[17,54), Private, 76482, [HS-Grad,Doctorate], 9, Married, Craft-repair, Husband, *, Male, 0, 0, 40, United-States
[17,54), State-gov, 431745, [Preschool,12th], 7, Not Married, Other-service, Own-child, *, Male, 0, 0, 30, United-States
[17,54), Private, 141944, [HS-Grad,Doctorate], 9, Married, Machine-op-inspct, Husband, *, Male, 4386, 0, 40, United-States
